number,url,title,quadrant,type,age_days,created,labels
10551,https://github.com/dotnet/aspire/issues/10551,YARP integration: unable to proxy to an external service running on localhost,Integrations,feature,268,2025-07-19,area-app-model
10549,https://github.com/dotnet/aspire/issues/10549,Default .NET web API template does not play well with Aspire service discovery,Polyglot,feature,268,2025-07-19,area-app-model
10547,https://github.com/dotnet/aspire/issues/10547,Support for optional parameters in Aspire,Polyglot,feature,269,2025-07-18,area-app-model
10537,https://github.com/dotnet/aspire/issues/10537,Optimize Docker Image Creation by Reusing Image Across The Same Project,Integrations,feature,269,2025-07-18,area-integrations
10534,https://github.com/dotnet/aspire/issues/10534,When running two AppHosts Aspire.Hosting.Dcp reports a proxy error when both AppHosts have the same .AddContainer,Uncategorized,bug,269,2025-07-18,needs-area-label
10524,https://github.com/dotnet/aspire/issues/10524,Follow up on comments from PR 10493,Polyglot,feature,269,2025-07-18,help wanted; area-app-model
10510,https://github.com/dotnet/aspire/issues/10510,Allow setting SSH flag when using containers,Polyglot,feature,270,2025-07-17,area-orchestrator
10494,https://github.com/dotnet/aspire/issues/10494,High-level Trace Graph Visualization for Resource Interactions in Aspire Dashboard,Dashboard,feature,270,2025-07-17,area-dashboard
10492,https://github.com/dotnet/aspire/issues/10492,Implement parameter descriptions in all relevant locations,Deployment,feature,270,2025-07-17,area-deployment; area-cli
10488,https://github.com/dotnet/aspire/issues/10488,"When using azd infra generate with PublishAsAzureContainerApp, bicep module and param files are in split locations and point to incorrect file paths",Integrations,feature,270,2025-07-17,area-integrations; azure
10483,https://github.com/dotnet/aspire/issues/10483,[CLI] Config commands should only work locally unless -g is passed for global.,Inner Loop,feature,270,2025-07-17,area-cli
10461,https://github.com/dotnet/aspire/issues/10461,`IInteractionService` API limitations in the CLI,Inner Loop,feature,271,2025-07-16,area-app-model; area-cli; interaction-service
10457,https://github.com/dotnet/aspire/issues/10457,Collapsible child resources in Graph View,Dashboard,feature,271,2025-07-16,area-dashboard
10443,https://github.com/dotnet/aspire/issues/10443,Aspire.Cli.Tests should not reference to Aspire.Hosting and Aspire.Hosting.Testing,Inner Loop,feature,271,2025-07-16,area-cli
10439,https://github.com/dotnet/aspire/issues/10439,"builder.AddProject(name, projectPath) overload",Polyglot,feature,272,2025-07-15,area-app-model
10427,https://github.com/dotnet/aspire/issues/10427,The message bar intent styles could be improved,Dashboard,feature,272,2025-07-15,area-dashboard; interaction-service
10420,https://github.com/dotnet/aspire/issues/10420,[AspireE2E] Some buttons in the Unresolved Parameters option don't have tooltips.,Integrations,feature,272,2025-07-15,area-integrations
10415,https://github.com/dotnet/aspire/issues/10415,"[AspireE2E] ""Unset"" is not localized correctly after setting the Aspire dashboard language to French.",Polyglot,feature,272,2025-07-15,area-templates
10409,https://github.com/dotnet/aspire/issues/10409,Allow UAMI's to be added to container apps,Deployment,feature,272,2025-07-15,area-app-model
10395,https://github.com/dotnet/aspire/issues/10395,Add a notification to the dashboard to show when the HTTPS development cert is untrusted with a button to trust it,Dashboard,feature,273,2025-07-14,area-app-model
10389,https://github.com/dotnet/aspire/issues/10389,[CLI] Some of the command help information have an extra ] character,Uncategorized,feature,273,2025-07-14,needs-retriage
10377,https://github.com/dotnet/aspire/issues/10377,Aspire AppHost does not shut down projects gracefully,Inner Loop,feature,273,2025-07-14,area-tooling
10366,https://github.com/dotnet/aspire/issues/10366,Add progress as a first class state for resources (indeterminate and percentage-based progress support),Dashboard,feature,274,2025-07-13,area-dashboard; area-app-model
10365,https://github.com/dotnet/aspire/issues/10365,"Improve custom resource authoring: WithInitialState defaults, property helpers, and dashboard display",Dashboard,feature,274,2025-07-13,area-app-model
10364,https://github.com/dotnet/aspire/issues/10364,"Improve Azure local provisioning: detect and facilitate first time login, show credential choices",Integrations,feature,274,2025-07-13,area-integrations; azure
10356,https://github.com/dotnet/aspire/issues/10356,Support parameter descriptions & validation,Polyglot,feature,275,2025-07-12,area-app-model
10355,https://github.com/dotnet/aspire/issues/10355,Parameters are shown as isolated nodes in graph view; not recognized as related resources,Polyglot,feature,275,2025-07-12,area-app-model
10332,https://github.com/dotnet/aspire/issues/10332,"InvalidOperationException ""CommandText property has not been initialized"" when creation script contains 2 consecutive GO statements",Integrations,bug,276,2025-07-11,area-integrations; sqlserver
10322,https://github.com/dotnet/aspire/issues/10322,[AspireE2E] The 'Type to search' option is not localized on non-ENU machines when creating an Aspire CLI project.,Inner Loop,feature,276,2025-07-11,area-cli
10304,https://github.com/dotnet/aspire/issues/10304,Yarp can not resolve service name,Integrations,feature,277,2025-07-09,area-integrations; yarp
10301,https://github.com/dotnet/aspire/issues/10301,Support executing commands inside container resources,Infra,feature,278,2025-07-09,area-app-model; area-cli; pod-e2e
10299,https://github.com/dotnet/aspire/issues/10299,Screen reader is not announcing the checked/unchecked status for helpful/unhelpful buttons :A11y_Aspire Dashboard_Resources_Screenreader,Dashboard,feature,278,2025-07-09,area-dashboard
10297,https://github.com/dotnet/aspire/issues/10297,Model selector options are not accessible using the keyboard: A11y_Aspire Dashboard_Copilot_Keyboard,Infra,feature,278,2025-07-09,area-dashboard; area-copilot
10294,https://github.com/dotnet/aspire/issues/10294,Make OTLP Configuration Optional Instead of Disabled in Publish Mode,Dashboard,feature,278,2025-07-09,area-telemetry; needs-further-triage; dashboard-metrics
10288,https://github.com/dotnet/aspire/issues/10288,CLI Bundling follow up tasks,Inner Loop,feature,279,2025-07-08,tracking; area-cli
10286,https://github.com/dotnet/aspire/issues/10286,Add IResourceWithServiceDiscovery to ContainerResource,Polyglot,feature,279,2025-07-08,area-app-model
10282,https://github.com/dotnet/aspire/issues/10282,User Interface for SqlServer via vscode extension,Integrations,feature,279,2025-07-08,area-integrations
10261,https://github.com/dotnet/aspire/issues/10261,When running with aspire project console logs are not filtered properly,Polyglot,feature,283,2025-07-04,area-app-model
10255,https://github.com/dotnet/aspire/issues/10255,builder.AddServerDefaults() and builder.MapDefaultEndpoints() not placed in the correct spot,Uncategorized,feature,283,2025-07-03,needs-retriage
10248,https://github.com/dotnet/aspire/issues/10248,Change the state of resources waiting for values to Waiting for X,Polyglot,feature,284,2025-07-03,area-app-model
10239,https://github.com/dotnet/aspire/issues/10239,Add a feature flag in the aspire cli for disabling https,Inner Loop,feature,284,2025-07-03,area-cli
10225,https://github.com/dotnet/aspire/issues/10225,Azure Functions - OpenTelemetry host.json log filtering and excessive log noise from host,Deployment,feature,285,2025-07-02,area-integrations; azure-functions
10221,https://github.com/dotnet/aspire/issues/10221,Enable static files and configuration file support in YARP integration,Integrations,feature,285,2025-07-02,area-integrations
10218,https://github.com/dotnet/aspire/issues/10218,Still missing crashing container logs in 9.3 & 9.4 preview in tests,Infra,bug,285,2025-07-02,area-orchestrator; area-app-testing
10212,https://github.com/dotnet/aspire/issues/10212,Default ContainerRuntimeIdentifier to linux-x64 in ResourceContainerImageBuilder,Deployment,feature,285,2025-07-02,area-deployment
10202,https://github.com/dotnet/aspire/issues/10202,Allow configuration of health check polling interval in Aspire Dashboard,Dashboard,feature,285,2025-07-02,area-app-model
10201,https://github.com/dotnet/aspire/issues/10201,Add serialization context for RPC on apphost side,Inner Loop,feature,285,2025-07-02,area-app-model; area-cli
10199,https://github.com/dotnet/aspire/issues/10199,Officially support Rancher Desktop as a supported container runtime,Uncategorized,feature,285,2025-07-02,needs-area-label
10192,https://github.com/dotnet/aspire/issues/10192,The solution file in the project template should use slnx,Polyglot,feature,285,2025-07-02,area-templates
10177,https://github.com/dotnet/aspire/issues/10177,Considerations for revisiting parameters,Polyglot,feature,285,2025-07-02,area-app-model
10175,https://github.com/dotnet/aspire/issues/10175,NU1510 on my machine after .NET 10 SDK update,Infra,feature,285,2025-07-01,area-engineering-systems
10174,https://github.com/dotnet/aspire/issues/10174,RabbitMQ Username/Password Issue,Integrations,feature,286,2025-07-01,area-integrations
10162,https://github.com/dotnet/aspire/issues/10162,Navigating back between traces while a trace detail is open,Dashboard,feature,286,2025-07-01,area-dashboard
10160,https://github.com/dotnet/aspire/issues/10160,Version check: Storage of persistent information,Polyglot,feature,286,2025-07-01,area-app-model
10150,https://github.com/dotnet/aspire/issues/10150,Support `.env` within the `WithEnvironment` API.,Polyglot,feature,287,2025-06-30,area-app-model
10149,https://github.com/dotnet/aspire/issues/10149,Assign `DcpInstancesAnnotation` after `BeforeStartEvent`?,Infra,feature,287,2025-06-30,area-app-model; area-app-testing
10147,https://github.com/dotnet/aspire/issues/10147,Regression: Metrics / Tracing not visible in dashboard when using a custom service name,Dashboard,bug,287,2025-06-30,needs-area-label
10146,https://github.com/dotnet/aspire/issues/10146,Flakey tests if running Tests `WithEndpointProxySupport(false)` in parallel,Uncategorized,feature,287,2025-06-30,needs-retriage
10129,https://github.com/dotnet/aspire/issues/10129,Unexpected backward focus navigation triggered by Shift + Tab: A11y_Aspire Dashboard_FocusOrder,Dashboard,feature,288,2025-06-29,area-dashboard; a11y; external
10099,https://github.com/dotnet/aspire/issues/10099,Failing test: Microsoft.Extensions.ServiceDiscovery.Dns.Resolver.Tests.TcpFailoverTests.TcpFailover_ServerClosesWithoutData_EmptyResult,Polyglot,bug,289,2025-06-27,area-service-discovery
10098,https://github.com/dotnet/aspire/issues/10098,Failing test: Microsoft.Extensions.ServiceDiscovery.Dns.Resolver.Tests.TcpFailoverTests.TcpFailover_Simple_Success,Polyglot,bug,289,2025-06-27,area-service-discovery
10093,https://github.com/dotnet/aspire/issues/10093,DockerComposeInfrastructure should only configure OTLP for resources attached to that environment,Polyglot,feature,290,2025-06-27,area-app-model
10119,https://github.com/dotnet/aspire/issues/10119,"Keyboard focus does not return to the parent control after closing the Help, Github copilot and settings dialog: A11y_Aspire Dashboard_ResourcesFocusOrder.",Dashboard,feature,290,2025-06-27,area-dashboard; external
10118,https://github.com/dotnet/aspire/issues/10118,Sort and Resize buttons are not accessible using the keyboard keys: A11y_Aspire Dashboard_Resources_Keyboard.,Dashboard,feature,290,2025-06-27,area-dashboard; external
10087,https://github.com/dotnet/aspire/issues/10087,Failing test: Aspire.Hosting.Azure.Tests.AzureEnvironmentResourceTests.WhenUsedWithAzureContainerAppsEnvironment_GeneratesProperBicep,Infra,bug,290,2025-06-27,area-integrations; azure; failing-test
10065,https://github.com/dotnet/aspire/issues/10065,AspireSqlServerEFCoreSqlClientExtensions: Allow to configure SqlServerDbContextOptions,Integrations,feature,291,2025-06-26,area-integrations
10057,https://github.com/dotnet/aspire/issues/10057,aspire config set --secret?,Inner Loop,feature,291,2025-06-26,area-cli
10049,https://github.com/dotnet/aspire/issues/10049,InteractionService should expose `InteractionInput`-based APIs for requesting confirmation,Inner Loop,feature,292,2025-06-25,area-cli; interaction-service
10045,https://github.com/dotnet/aspire/issues/10045,AddNpmApp does not build Next.js app before starting — missing '.next' build directory,Integrations,feature,292,2025-06-25,area-integrations; javascript
10039,https://github.com/dotnet/aspire/issues/10039,Customizing container CPU/Memory with .PublishAsAzureContainerApp() causes environment variables to break,Deployment,bug,292,2025-06-25,area-integrations; azure; area-deployment; silent-failure
10024,https://github.com/dotnet/aspire/issues/10024,Centralize UI event loop for Aspire CLI,Inner Loop,feature,293,2025-06-24,area-cli
10022,https://github.com/dotnet/aspire/issues/10022,"AzureAppConfiguration().AsExisting fails with ""missing subscription configuration"" despite correct env vars and ARM read permissions",Integrations,bug,293,2025-06-24,area-integrations
